"time","transferFunction.y","mass.s"
5.81,0.9468253051821349,0.9468253051821224
5.82,0.9460846664536927,0.9460846664536811
5.83,0.9452734980104077,0.9452734980103976
5.84,0.9444063026263306,0.9444063026263216
5.85,0.9434981055836367,0.9434981055836292
5.86,0.9425642062156363,0.9425642062156304
5.87,0.9416199307386922,0.9416199307386879
5.88,0.9406803900470683,0.9406803900470655
5.89,0.9397602474934593,0.9397602474934585
5.9,0.9388734991094203,0.9388734991094211
5.91,0.9380332702776935,0.9380332702776956
5.92,0.9372516301924045,0.9372516301924085
5.93,0.9365394286473101,0.9365394286473152
5.94,0.9359061549946164,0.9359061549946227
5.95,0.9353598227426142,0.9353598227426216
5.96,0.9349068798643778,0.9349068798643863
5.97,0.9345521459713253,0.9345521459713347
5.98,0.9342987815138093,0.9342987815138191
5.99,0.9341482729999614,0.9341482729999718
6,0.9341004337711197,0.9341004337711306
6.01,0.9341534762391611,0.9341534762391718
6.02,0.9343040919926783,0.934304091992689
6.03,0.9345474937367173,0.9345474937367277
6.04,0.9348775674559341,0.9348775674559444
6.05,0.9352869783316586,0.935286978331668
6.06,0.9357673198194217,0.9357673198194296
6.07,0.9363092997356255,0.9363092997356316
6.08,0.9369028626658961,0.9369028626659004
6.09,0.9375373950442449,0.9375373950442477
6.1,0.9382019059252992,0.9382019059253004
6.11,0.93888519332484,0.9388851933248339
6.12,0.9395760561147024,0.9395760561146892
6.13,0.940263438398188,0.9402634383981712
6.14,0.9409366068883883,0.9409366068883669
6.15,0.9415853256049623,0.9415853256049371
6.16,0.9421999963312491,0.9421999963312346
6.17,0.9427717818401447,0.9427717818401355
6.18,0.9432927486471041,0.9432927486470952
6.19,0.9437559583722491,0.9437559583722429
6.2,0.9441555469930037,0.9441555469929854
6.21,0.9444868031056324,0.944486803105608
6.22,0.9447462017882819,0.9447462017882584
6.23,0.9449314359178806,0.9449314359178629
6.24,0.9450414218647806,0.9450414218647655
6.25,0.9450762874289917,0.9450762874289774
6.26,0.9450373395679873,0.945037339567975
6.27,0.9449270131321931,0.9449270131321831
6.28,0.9447488061833383,0.9447488061833303
6.29,0.9445071980424167,0.9445071980424112
6.3,0.9442075541349316,0.9442075541349284
6.31,0.9438560209821845,0.9438560209821832
6.32,0.9434594110869168,0.9434594110869181
6.33,0.9430250773281968,0.943025077328201
6.34,0.9425607845748233,0.9425607845748303
6.35,0.9420745753166085,0.9420745753166182
6.36,0.9415746390250727,0.941574639025084
6.37,0.9410691793061312,0.9410691793061435
6.38,0.9405662847046133,0.9405662847046264
6.39,0.940073803154322,0.9400738031543362
6.4,0.9395992248546321,0.9395992248546472
6.41,0.9391495738464636,0.9391495738464809
6.42,0.938731307211913,0.9387313072119303
6.43,0.9383502312296667,0.9383502312296869
6.44,0.9380114198663696,0.9380114198663864
6.45,0.9377191604377011,0.9377191604377129
6.46,0.937476902613868,0.9374769026138748
6.47,0.9372872235675838,0.9372872235675872
6.48,0.9371518072232337,0.9371518072232359
6.49,0.9370714449637466,0.9370714449637464
6.5,0.9370460390070436,0.9370460390070421
6.51,0.9370746328700243,0.937074632870021
6.52,0.9371554441418551,0.9371554441418496
6.53,0.9372859129966749,0.9372859129966672
6.54,0.9374627615058183,0.9374627615058089
6.55,0.9376820609007505,0.9376820609007407
6.56,0.9379393141567464,0.9379393141567359
6.57,0.9382295369783072,0.9382295369782968
6.58,0.9385473503942322,0.9385473503942218
6.59,0.9388870733338135,0.9388870733338045
6.6,0.9392428202736466,0.9392428202736396
6.61,0.9396085991329042,0.9396085991328987
6.62,0.9399784079334278,0.9399784079334245
6.63,0.9403463297310846,0.9403463297310829
6.64,0.9407066236985855,0.9407066236985868
6.65,0.9410538111258938,0.9410538111259013
6.66,0.9413827519624296,0.9413827519624427
6.67,0.9416887208655861,0.9416887208656024
6.68,0.9419674730825547,0.9419674730825727
6.69,0.9422152984884644,0.9422152984884866
6.7,0.9424290622462317,0.9424290622462609
6.71,0.9426062375903835,0.9426062375904178
6.72,0.9427449406231503,0.9427449406231891
6.73,0.9428439415794906,0.9428439415795343
6.74,0.9429026653685145,0.9429026653685635
6.75,0.9429211799336127,0.9429211799336645
6.76,0.942900186241755,0.9429001862418084
6.77,0.9428409916437878,0.9428409916438421
6.78,0.9427454701499912,0.942745470150045
6.79,0.9426160206437776,0.94261602064383
6.8,0.9424555173585236,0.9424555173585738
6.81,0.942267252176876,0.9422672521769233
6.82,0.9420548732260521,0.9420548732260957
6.83,0.9418223175051907,0.9418223175052328
6.84,0.941573737558694,0.9415737375587291
6.85,0.9413134511050617,0.9413134511051057
6.86,0.9410458272964993,0.9410458272965415
6.87,0.9407752587004178,0.9407752587004499
6.88,0.940506080798601,0.9405060807986262
6.89,0.9402424951989774,0.9402424951990016
6.9,0.9399885057055167,0.939988505705537
6.91,0.9397478684447395,0.939747868444749
6.92,0.9395240431313315,0.93952404313133
6.93,0.9393201377398323,0.9393201377398233
6.94,0.9391388677846149,0.939138867784602
6.95,0.9389825237256287,0.9389825237256099
6.96,0.9388529500043562,0.9388529500043309
6.97,0.9387515237825822,0.9387515237825501
6.98,0.9386791464656606,0.9386791464656231
6.99,0.9386362395827067,0.9386362395826657
7,0.9386227491637336,0.9386227491636879
7.01,0.9386381600942757,0.9386381600942255
7.02,0.9386815185736507,0.9386815185735992
7.03,0.9387514523454595,0.9387514523454074
7.04,0.9388462045832336,0.9388462045831812
7.05,0.9389636722158146,0.9389636722157633
7.06,0.9391014464637583,0.9391014464637091
7.07,0.9392568584907179,0.9392568584906711
7.08,0.9394270280268741,0.9394270280268305
7.09,0.9396089137106974,0.9396089137106579
7.1,0.9397993649461165,0.9397993649460817
7.11,0.9399951742020421,0.9399951742020128
7.12,0.9401931288480398,0.9401931288480155
7.13,0.940390061812417,0.9403900618123988
7.14,0.9405829003088872,0.9405829003088746
7.15,0.9407687118205905,0.9407687118205841
7.16,0.9409447467706713,0.9409447467706709
7.17,0.9411084772928814,0.9411084772928866
7.18,0.9412576314732874,0.9412576314732986
7.19,0.9413902228115414,0.9413902228115579
7.2,0.9415045744073667,0.9415045744073883
7.21,0.9415993370986369,0.9415993370986629
7.22,0.9416735031722799,0.9416735031723101
7.23,0.9417264152936614,0.9417264152936953
7.24,0.9417577656517455,0.941757765651782
7.25,0.9417675947081683,0.9417675947082073
7.26,0.9417562806649236,0.9417562806649642
7.27,0.9417245211157859,0.9417245211158278
7.28,0.9416733201809867,0.9416733201810287
7.29,0.9416039641636695,0.9416039641637112
7.3,0.9415179921862586,0.9415179921862992
7.31,0.9414171668094878,0.9414171668095266
7.32,0.9413034409377188,0.9413034409377554
7.33,0.9411789221824881,0.9411789221825219
7.34,0.9410458358474652,0.9410458358474955
7.35,0.9409064870842022,0.9409064870842287
7.36,0.9407632226693353,0.9407632226693575
7.37,0.9406183930202719,0.9406183930202902
7.38,0.9404743151435091,0.9404743151435226
7.39,0.9403332370209709,0.9403332370209797
7.4,0.9401973039303377,0.9401973039303415
7.41,0.9400685272500918,0.9400685272500909
7.42,0.9399487561217066,0.9399487561217011
7.43,0.9398396523450019,0.9398396523449919
7.44,0.9397426688937006,0.9397426688936864
7.45,0.9396590324409888,0.939659032440971
7.46,0.9395897294576586,0.9395897294576373
7.47,0.9395354958962988,0.9395354958962742
7.48,0.9394968129376002,0.9394968129375729
7.49,0.9394739048817888,0.9394739048817593
7.5,0.9394667423970112,0.9394667423969801
7.51,0.9394750486552698,0.9394750486552375
7.52,0.939498311937264,0.9394983119372311
7.53,0.9395357976005723,0.9395357976005393
7.54,0.93958656464518,0.9395865646451473
7.55,0.9396494860040876,0.9396494860040557
7.56,0.9397232716277509,0.9397232716277205
7.57,0.9398064927191891,0.9398064927191606
7.58,0.9398976071076914,0.9398976071076651
7.59,0.9399949868026763,0.9399949868026527
7.6,0.9400969449666786,0.9400969449666582
7.61,0.9402017645086058,0.9402017645085883
7.62,0.9403077258967104,0.9403077258966964
7.63,0.9404131339485075,0.9404131339484968
7.64,0.9405163442936605,0.9405163442936536
7.65,0.9406157874900083,0.9406157874900047
7.66,0.9407099921576966,0.9407099921576968
7.67,0.9407976057020636,0.9407976057020671
7.68,0.9408774124819034,0.9408774124819105
7.69,0.9409483499304033,0.9409483499304132
7.7,0.9410095209923228,0.9410095209923358
7.71,0.9410602046528157,0.9410602046528311
7.72,0.9410998624477532,0.9410998624477711
7.73,0.9411281428163227,0.9411281428163426
7.74,0.9411448816975494,0.9411448816975708
7.75,0.9411501007475991,0.9411501007476217
7.76,0.9411440025297637,0.941144002529787
7.77,0.9411269626796647,0.9411269626796884
7.78,0.9410995191077632,0.9410995191077871
7.79,0.941062359977652,0.9410623599776753
7.8,0.9410163098336024,0.9410163098336252
7.81,0.9409623128383258,0.9409623128383473
7.82,0.940901414823372,0.9409014148233925
7.83,0.9408347441301576,0.9408347441301763
7.84,0.9407634920099708,0.9407634920099878
7.85,0.9406888924828366,0.9406888924828514
7.86,0.940612201762328,0.9406122017623403
7.87,0.9405346779675601,0.9405346779675704
7.88,0.9404575612056408,0.9404575612056486
7.89,0.9403820545671284,0.9403820545671339
7.9,0.94030930608871,0.9403093060887125
7.91,0.9402403921223899,0.9402403921223901
7.92,0.9401763020682998,0.9401763020682976
7.93,0.9401179250496827,0.9401179250496783
7.94,0.9400660382773474,0.9400660382773406
7.95,0.940021297870144,0.940021297870135
7.96,0.939984231205951,0.9399842312059399
7.97,0.9399552319498423,0.9399552319498294
7.98,0.9399345570062461,0.9399345570062317
7.99,0.9399223260815185,0.9399223260815031
8,0.9399185230566361,0.9399185230566199
8.01,0.9399229996904793,0.9399229996904624
8.02,0.9399354810041957,0.9399354810041786
8.03,0.9399555728367025,0.9399555728366852
8.04,0.9399827715700855,0.9399827715700686
8.05,0.9400164739265728,0.9400164739265565
8.06,0.9400559891272824,0.9400559891272667
8.07,0.9401005517958243,0.9401005517958096
8.08,0.9401493363187514,0.9401493363187378
8.09,0.940201471029957,0.9402014710299447
8.1,0.9402560530809111,0.9402560530809003
8.11,0.9403121634332371,0.9403121634332279
8.12,0.9403688815853474,0.9403688815853399
8.13,0.9404253003237983,0.9404253003237926
8.14,0.9404805394804632,0.9404805394804591
8.15,0.9405337592084508,0.9405337592084487
8.16,0.9405841721571043,0.9405841721571037
8.17,0.9406310545732656,0.940631054573267
8.18,0.9406737561011811,0.9406737561011835
8.19,0.9407117082252804,0.9407117082252846
8.2,0.9407444311923703,0.9407444311923762
8.21,0.9407715392902862,0.9407715392902933
8.22,0.9407927448698084,0.9407927448698169
8.23,0.9408078600693986,0.9408078600694091
8.24,0.9408167973225228,0.9408167973225343
8.25,0.9408195687104129,0.9408195687104252
8.26,0.9408162827119751,0.9408162827119876
8.27,0.9408071407281604,0.9408071407281728
8.28,0.9407924311962605,0.9407924311962734
8.29,0.940772522851504,0.9407725228515169
8.3,0.9407478571861292,0.9407478571861413
8.31,0.9407189397344544,0.9407189397344663
8.32,0.9406863304907788,0.94068633049079
8.33,0.9406506335898945,0.9406506335899049
8.34,0.9406124868127937,0.9406124868128032
8.35,0.9405725507255148,0.940572550725523
8.36,0.9405314977606105,0.9405314977606177
8.37,0.9404900013247479,0.9404900013247538
8.38,0.940448725161375,0.9404487251613797
8.39,0.9404083131173467,0.94040831311735
8.4,0.9403693796326779,0.9403693796326794
8.41,0.9403325006727244,0.9403325006727246
8.42,0.9402982057048132,0.9402982057048123
8.43,0.9402669703808458,0.9402669703808436
8.44,0.9402392105488522,0.9402392105488486
8.45,0.9402152770560033,0.9402152770559987
8.46,0.9401954519487856,0.9401954519487798
8.47,0.9401799456748718,0.9401799456748653
8.48,0.9401688955149278,0.9401688955149208
8.49,0.9401623653652664,0.9401623653652587
8.5,0.9401603463112759,0.9401603463112677
8.51,0.9401627585907414,0.9401627585907328
8.52,0.9401694547157158,0.9401694547157071
8.53,0.9401802237134559,0.9401802237134468
8.54,0.940194795790289,0.94019479579028
8.55,0.9402128478057153,0.9402128478057066
8.56,0.9402340097648084,0.9402340097648
8.57,0.940257871887228,0.9402578718872201
8.58,0.9402839921254659,0.9402839921254585
8.59,0.940311903849016,0.9403119038490096
8.6,0.9403411237588296,0.9403411237588238
8.61,0.9403711598770511,0.940371159877046
8.62,0.9404015195304383,0.940401519530434
8.63,0.9404317171289326,0.940431717128929
8.64,0.9404612816327759,0.9404612816327732
8.65,0.9404897635922846,0.940489763592283
8.66,0.940516741681241,0.9405167416812404
8.67,0.9405418286316549,0.9405418286316554
8.68,0.9405646764829959,0.9405646764829969
8.69,0.9405849810985919,0.940584981098594
8.7,0.9406024858611176,0.9406024858611203
8.71,0.9406169845328424,0.9406169845328458
8.72,0.9406283232574389,0.9406283232574432
8.73,0.9406364016874218,0.9406364016874265
8.74,0.94064117324203,0.940641173242035
8.75,0.9406426445122625,0.9406426445122679
8.76,0.9406408738440833,0.940640873844089
8.77,0.9406359691424295,0.9406359691424353
8.78,0.9406280849501009,0.9406280849501069
8.79,0.9406174188650648,0.9406174188650707
8.8,0.9406042073689053,0.9406042073689108
8.81,0.9405887211464843,0.9405887211464901
8.82,0.9405712599831382,0.9405712599831433
8.83,0.9405521473280495,0.9405521473280544
8.84,0.9405317246287345,0.940531724628739
8.85,0.9405103455084002,0.9405103455084043
8.86,0.9404883699039179,0.9404883699039214
8.87,0.9404661582480255,0.9404661582480287
8.88,0.9404440657870063,0.9404440657870088
8.89,0.9404224371202714,0.9404224371202734
8.9,0.9404016010422636,0.9404016010422651
8.91,0.9403818657603573,0.940381865760358
8.92,0.9403635145546994,0.9403635145546996
8.93,0.9403468019373601,0.9403468019373599
8.94,0.9403319503588807,0.94033195035888
8.95,0.9403191475005213,0.9403191475005197
8.96,0.9403085441803304,0.9403085441803284
8.97,0.9403002528908336,0.9403002528908313
8.98,0.9402943469828443,0.9402943469828415
8.99,0.9402908604962877,0.9402908604962847
9,0.9402897885453367,0.9402897885453327
9.01,0.9402910883257622,0.940291088325757
9.02,0.9402946807853599,0.9402946807853533
9.03,0.9403004527541946,0.9403004527541867
9.04,0.9403082596903789,0.9403082596903702
9.05,0.9403179285798882,0.9403179285798794
9.06,0.9403292613400427,0.9403292613400344
9.07,0.9403420385857797,0.9403420385857721
9.08,0.9403560236378405,0.9403560236378341
9.09,0.9403709666773064,0.9403709666773016
9.1,0.940386608984773,0.9403866089847701
9.11,0.940402687220863,0.9404026872208625
9.12,0.9404189376862541,0.9404189376862565
9.13,0.9404351004852658,0.9404351004852713
9.14,0.9404509235217948,0.9404509235218035
9.15,0.940466166269867,0.9404661662698791
9.16,0.9404806032697347,0.9404806032697504
9.17,0.9404940273030613,0.9404940273030802
9.18,0.9405062522035746,0.9405062522035968
9.19,0.9405171152662875,0.9405171152663125
9.2,0.9405264792272966,0.9405264792273245
9.21,0.9405342337945169,0.9405342337945471
9.22,0.940540296716778,0.9405402967168101
9.23,0.9405446143856112,0.940544614385645
9.24,0.9405471619714495,0.9405471619714839
9.25,0.9405479431035532,0.9405479431035879
9.26,0.9405469891101381,0.9405469891101723
9.27,0.9405443578416091,0.9405443578416423
9.28,0.9405401321056723,0.9405401321057035
9.29,0.9405344177484518,0.9405344177484808
9.3,0.9405273414205266,0.9405273414205529
9.31,0.9405190480708412,0.9405190480708638
9.32,0.9405096982140433,0.9405096982140618
9.33,0.9404994650230697,0.9404994650230841
9.34,0.9404885312904325,0.9404885312904421
9.35,0.940477086315314,0.9404770863153186
9.36,0.9404653227653158,0.9404653227653148
9.37,0.9404534335623767,0.9404534335623703
9.38,0.9404416088415847,0.9404416088415729
9.39,0.940430033028919,0.9404300330289018
9.4,0.9404188820809585,0.9404188820809359
9.41,0.9404083209259778,0.9404083209259503
9.42,0.9403985011417194,0.940398501141687
9.43,0.9403895589005239,0.9403895589004873
9.44,0.9403816132075451,0.9403816132075049
9.45,0.9403747644525307,0.9403747644524874
9.46,0.9403690932902012,0.9403690932901552
9.47,0.9403646598587346,0.9403646598586869
9.48,0.9403615033403001,0.9403615033402515
9.49,0.9403596418737808,0.9403596418737321
9.5,0.9403590727917607,0.9403590727917124
9.51,0.9403597731067751,0.9403597731067279
9.52,0.9403617004452874,0.9403617004452413
9.53,0.9403647941812157,0.9403647941811693
9.54,0.9403689768576884,0.9403689768576406
9.55,0.9403741557614094,0.9403741557613586
9.56,0.9403802248370435,0.9403802248369895
9.57,0.9403870666611439,0.940387066661086
9.58,0.9403945545052892,0.9403945545052266
9.59,0.9404025546186869,0.9404025546186187
9.6,0.9404109284918574,0.9404109284917822
9.61,0.9404195351663073,0.9404195351662243
9.62,0.9404282335032527,0.9404282335031612
9.63,0.9404368844056955,0.9404368844055951
9.64,0.9404453529544888,0.9404453529543798
9.65,0.9404535104299316,0.940453510429814
9.66,0.9404612361852023,0.9404612361850759
9.67,0.9404684193451741,0.9404684193450399
9.68,0.940474960308471,0.9404749603083301
9.69,0.940480772035283,0.940480772035136
9.7,0.940485781106422,0.9404857811062707
9.71,0.9404899285423357,0.9404899285421821
9.72,0.9404931703746326,0.9404931703744784
9.73,0.9404954779670744,0.9404954779669217
9.74,0.9404968380873137,0.9404968380871647
9.75,0.9404972527345975,0.9404972527344548
9.76,0.9404967387322264,0.9404967387320925
9.77,0.9404953270969234,0.9404953270968007
9.78,0.9404930622004609,0.9404930622003519
9.79,0.9404900007412513,0.9404900007411581
9.8,0.9404862105493615,0.9404862105492863
9.81,0.9404817692446137,0.9404817692445586
9.82,0.9404767627719992,0.9404767627719658
9.83,0.9404712838450966,0.9404712838450864
9.84,0.9404654303204444,0.9404654303204584
9.85,0.9404593035311394,0.9404593035311782
9.86,0.9404530066068916,0.9404530066069559
9.87,0.9404466428073014,0.9404466428073908
9.88,0.9404403138942511,0.940440313894365
9.89,0.9404341185680469,0.9404341185681845
9.9,0.9404281509903377,0.9404281509904977
9.91,0.9404224994149044,0.9404224994150849
9.92,0.9404172449451972,0.9404172449453959
9.93,0.9404124604350347,0.9404124604352494
9.94,0.9404082095462287,0.9404082095464561
9.95,0.9404045459740756,0.9404045459743127
9.96,0.9404015128487626,0.9404015128490059
9.97,0.9403991423177545,0.9403991423180006
9.98,0.9403974553112657,0.9403974553115108
9.99,0.9403964614899845,0.9403964614902243
10,0.9403961593713717,0.9403961593716033
10,0.9403961593713717,0.9403961593716033
