"time","Z","Y"
5,0.5519600395161518,1.444444055781769
5.01,0.5530136834708577,1.444444067540913
5.02,0.5540675659243733,1.444444078902741
5.03,0.5551215784482959,1.444444089878664
5.04,0.556175709666396,1.444444100548917
5.05,0.5572297824024831,1.444444110875743
5.06,0.5582836882570346,1.444444120870116
5.07,0.5593373209295436,1.444444130544349
5.08,0.5603905739748334,1.444444139910501
5.09,0.5614433408030587,1.444444148980377
5.1,0.5624955146797043,1.444444157765525
5.11,0.5635469887255861,1.44444416627724
5.12,0.5645976559168501,1.444444174526562
5.13,0.5656474090849731,1.444444182524276
5.14,0.5666961409167628,1.444444190280912
5.15,0.5677437439543574,1.444444197806745
5.16,0.5687901105952254,1.444444205111797
5.17,0.5698351862167811,1.44444421217995
5.18,0.5708788706616948,1.444444219016946
5.19,0.5719210235141048,1.444444225647817
5.2,0.5729615397892539,1.444444232080009
5.21,0.5740003145018423,1.444444238320641
5.22,0.5750372426660271,1.444444244376507
5.23,0.5760722192954225,1.444444250254076
5.24,0.5771051394030999,1.444444255959493
5.25,0.5781358980015866,1.444444261498578
5.26,0.5791643901028686,1.444444266876824
5.27,0.5801905107183876,1.444444272099402
5.28,0.5812141548590434,1.444444277171156
5.29,0.5822352175351914,1.444444282096605
5.3,0.583253609485815,1.44444428687122
5.31,0.584269306049183,1.444444291460725
5.32,0.5852821297897022,1.444444295916031
5.33,0.5862919773414126,1.444444300243255
5.34,0.5872987453383547,1.444444304448514
5.35,0.5883023304145684,1.44444430853792
5.36,0.5893026292040942,1.444444312517592
5.37,0.5902995383409719,1.444444316393644
5.38,0.5912929544592422,1.444444320172192
5.39,0.5922827741929449,1.444444323859351
5.4,0.5932688941761206,1.444444327461238
5.41,0.5942512870196563,1.444444330930226
5.42,0.5952298831189735,1.444444334248551
5.43,0.5962045136581133,1.444444337468624
5.44,0.5971750786590666,1.444444340594162
5.45,0.5981414781438237,1.444444343628887
5.46,0.5991036121343755,1.444444346576517
5.47,0.6000613806527121,1.444444349440771
5.48,0.6010146837208246,1.444444352225368
5.49,0.601963421360703,1.444444354934027
5.5,0.6029074935943382,1.444444357570469
5.51,0.6038468004437207,1.444444360138411
5.52,0.6047813872145582,1.444444362605099
5.53,0.6057110838344707,1.44444436499185
5.54,0.6066357671333253,1.444444367308205
5.55,0.6075553412959515,1.444444369556839
5.56,0.6084697105071781,1.444444371740426
5.57,0.609378778951835,1.444444373861639
5.58,0.6102824508147507,1.444444375923152
5.59,0.611180630280755,1.444444377927641
5.6,0.6120732215346767,1.444444379877779
5.61,0.6129601287613455,1.444444381776239
5.62,0.6138412838018412,1.444444383621674
5.63,0.6147167448604259,1.444444385394353
5.64,0.6155862892341372,1.444444387115407
5.65,0.6164498257420559,1.444444388786837
5.66,0.617307263203263,1.444444390410643
5.67,0.6181585104368397,1.444444391988824
5.68,0.619003476261867,1.444444393523381
5.69,0.6198420694974262,1.444444395016313
5.7,0.620674198962598,1.444444396469621
5.71,0.6214997734764637,1.444444397885305
5.72,0.6223188265927542,1.444444399253296
5.73,0.6231312964962553,1.444444400572753
5.74,0.6239370116626544,1.44444440185345
5.75,0.6247358873193499,1.444444403096766
5.76,0.6255278386937402,1.444444404304082
5.77,0.6263127810132235,1.444444405476777
5.78,0.6270906295051982,1.444444406616232
5.79,0.6278612993970626,1.444444407723826
5.8,0.628624705916215,1.444444408800939
5.81,0.6293807642900536,1.444444409848952
5.82,0.6301295705678795,1.444444410859794
5.83,0.6308709238266583,1.444444411840917
5.84,0.6316047366065993,1.444444412793838
5.85,0.6323309295006052,1.44444441371966
5.86,0.6330494231015784,1.444444414619481
5.87,0.6337601380024216,1.4444444154944
5.88,0.6344629947960371,1.444444416345518
5.89,0.6351579140753274,1.444444417173934
5.9,0.6358448861227832,1.444444417977871
5.91,0.6365239680536121,1.444444418752794
5.92,0.6371949578485634,1.444444419504864
5.93,0.6378577842400653,1.444444420234843
5.94,0.6385123759605469,1.444444420943496
5.95,0.6391586617424366,1.444444421631587
5.96,0.6397965703181632,1.444444422299878
5.97,0.6404260304201554,1.444444422949134
5.98,0.6410469707808421,1.444444423580118
5.99,0.6416594132646758,1.444444424191595
6,0.6422632791031762,1.444444424784491
6.01,0.6428584630093003,1.444444425360297
6.02,0.6434448987217685,1.444444425919671
6.03,0.6440225199793006,1.444444426463269
6.04,0.6445912605206167,1.444444426991748
6.05,0.6451510540844367,1.444444427505762
6.06,0.6457018344094809,1.444444428005969
6.07,0.6462437447733486,1.444444428488607
6.08,0.6467766150812796,1.444444428956521
6.09,0.6473003670360875,1.444444429410622
6.1,0.647814943784859,1.444444429851367
6.11,0.6483202884746813,1.444444430279214
6.12,0.6488163442526411,1.44444443069462
6.13,0.6493030542658257,1.444444431098044
6.14,0.6497803740323198,1.444444431489812
6.15,0.6502483552202649,1.444444431869219
6.16,0.6507068671711439,1.444444432237513
6.17,0.6511558583282221,1.444444432595096
6.18,0.6515952771347649,1.444444432942368
6.19,0.6520250720340377,1.444444433279731
6.2,0.6524451914693057,1.444444433607585
6.21,0.6528555838838341,1.444444433926333
6.22,0.6532562558740981,1.444444434235664
6.23,0.6536472574480628,1.444444434534737
6.24,0.6540284507182901,1.444444434825008
6.25,0.6543997921807487,1.444444435106782
6.26,0.6547612383314079,1.444444435380359
6.27,0.6551127456662363,1.444444435646044
6.28,0.6554542706812027,1.444444435904137
6.29,0.6557857698722761,1.444444436154944
6.3,0.6561072903406751,1.444444436398085
6.31,0.6564188174032517,1.444444436633648
6.32,0.6567202557488654,1.444444436862323
6.33,0.6570115691162497,1.444444437084359
6.34,0.6572927212441386,1.444444437300006
6.35,0.6575636758712661,1.444444437509509
6.36,0.6578243967363659,1.444444437713119
6.37,0.658074847578172,1.444444437911083
6.38,0.6583150834093217,1.444444438103013
6.39,0.6585450509738984,1.444444438289276
6.4,0.6587647044956773,1.444444438470185
6.41,0.658974019309149,1.44444443864591
6.42,0.6591729715801946,1.44444443881661
6.43,0.6593615383060843,1.444444438982442
6.44,0.6595396973154787,1.444444439143557
6.45,0.6597074275210154,1.444444439300097
6.46,0.6598647828197002,1.444444439451985
6.47,0.6600117032665234,1.444444439599471
6.48,0.6601481767011086,1.444444439742661
6.49,0.6602741923020877,1.444444439881657
6.5,0.6603897405870995,1.444444440016551
6.51,0.6604948134127907,1.444444440147428
6.52,0.6605894039748156,1.444444440274368
6.53,0.6606734953437389,1.444444440397543
6.54,0.660747040497713,1.444444440517407
6.55,0.6608100622491013,1.444444440633783
6.56,0.6608625536934308,1.444444440746771
6.57,0.6609045088578432,1.444444440856465
6.58,0.6609359227010949,1.444444440962957
6.59,0.6609567911135573,1.444444441066334
6.6,0.6609671109172172,1.444444441166681
6.61,0.6609668950748753,1.444444441264067
6.62,0.6609561575303318,1.444444441358557
6.63,0.6609348864853877,1.444444441450233
6.64,0.6609030860183519,1.444444441539162
6.65,0.6608607613984004,1.444444441625409
6.66,0.660807919085576,1.444444441709031
6.67,0.6607445667307869,1.444444441790085
6.68,0.6606707131758093,1.444444441868624
6.69,0.6605863381351658,1.444444441944921
6.7,0.6604914505260683,1.44444444201904
6.71,0.6603860702543903,1.444444442090963
6.72,0.6602702063752732,1.444444442160763
6.73,0.6601438688059202,1.444444442228509
6.74,0.6600070683255963,1.444444442294269
6.75,0.6598598165756282,1.444444442358111
6.76,0.6597021260594041,1.444444442420099
6.77,0.6595340465999764,1.444444442480155
6.78,0.6593555781436232,1.444444442538398
6.79,0.6591667360701552,1.444444442594889
6.8,0.6589675403082036,1.444444442649672
6.81,0.6587580119312999,1.44444444270279
6.82,0.6585381731578759,1.444444442754282
6.83,0.6583080473512635,1.444444442804186
6.84,0.6580676556439553,1.444444442852559
6.85,0.6578169937890789,1.444444442899622
6.86,0.6575561054602813,1.444444442945299
6.87,0.6572850154520279,1.444444442989638
6.88,0.6570037494666674,1.444444443032685
6.89,0.6567123341144319,1.444444443074486
6.9,0.6564107969134371,1.444444443115086
6.91,0.6560991662896822,1.444444443154529
6.92,0.6557774816303662,1.444444443192813
6.93,0.6554457922614944,1.444444443229895
6.94,0.6551041169122154,1.444444443265872
6.95,0.654752490773139,1.444444443300769
6.96,0.6543909501747278,1.444444443334612
6.97,0.6540195325872957,1.444444443367422
6.98,0.6536382766210099,1.44444444339922
6.99,0.6532472220258897,1.444444443430024
7,0.6528463924441699,1.444444443459955
7.01,0.652435822330408,1.444444443489071
7.02,0.6520155625204983,1.444444443517339
7.03,0.6515856541827546,1.444444443544789
7.04,0.6511461393965521,1.444444443571449
7.05,0.6506970611523265,1.444444443597348
7.06,0.6502384633515749,1.444444443622513
7.07,0.6497703908068553,1.444444443646971
7.08,0.6492929071275519,1.444444443670664
7.09,0.6488060554544776,1.444444443693633
7.1,0.6483098815580913,1.444444443715914
7.11,0.6478044361531308,1.444444443737518
7.12,0.6472897710272321,1.44444444375846
7.13,0.6467659390409296,1.444444443778749
7.14,0.646232994127656,1.444444443798397
7.15,0.6456909910731591,1.444444443817412
7.16,0.6451399544852899,1.44444444383597
7.17,0.6445799585725438,1.444444443853986
7.18,0.6440110587162223,1.444444443871479
7.19,0.6434333111546764,1.444444443888468
7.2,0.6428467729833067,1.444444443904973
7.21,0.6422515021545627,1.444444443921013
7.22,0.6416475574779436,1.444444443936605
7.23,0.6410350020583968,1.44444444395175
7.24,0.6404139089201677,1.444444443966391
7.25,0.6397843319632399,1.444444443980591
7.26,0.6391463350292125,1.444444443994359
7.27,0.6384999829364528,1.444444444007701
7.28,0.6378453414800951,1.444444444020625
7.29,0.6371824774320417,1.444444444033136
7.3,0.6365114585409625,1.444444444045239
7.31,0.6358323420405617,1.444444444056992
7.32,0.6351451864183943,1.444444444068449
7.33,0.6344500708079087,1.444444444079572
7.34,0.6337470642256559,1.444444444090376
7.35,0.6330362364711821,1.444444444100875
7.36,0.6323176581270286,1.44444444411108
7.37,0.6315914005587314,1.444444444121006
7.38,0.6308575359148217,1.444444444130666
7.39,0.630116145157928,1.444444444140014
7.4,0.6293673025145399,1.444444444149059
7.41,0.6286110805515649,1.444444444157827
7.42,0.6278475557461002,1.444444444166325
7.43,0.627076805444679,1.444444444174555
7.44,0.626298907863271,1.444444444182521
7.45,0.6255139420872827,1.444444444190225
7.46,0.6247219880715563,1.444444444197668
7.47,0.6239231034679078,1.444444444204946
7.48,0.6231173792093692,1.44444444421202
7.49,0.6223048975859651,1.444444444218892
7.5,0.6214857395166286,1.444444444225571
7.51,0.6206599866110177,1.444444444232067
7.52,0.6198277211695162,1.444444444238387
7.53,0.6189890261832327,1.444444444244543
7.54,0.6181439861399061,1.444444444250535
7.55,0.617292692238616,1.444444444256302
7.56,0.6164352256823296,1.444444444261895
7.57,0.6155716729488664,1.444444444267315
7.58,0.6147021212612422,1.444444444272563
7.59,0.6138266585876676,1.444444444277641
7.6,0.6129453736415486,1.44444444428255
7.61,0.6120583558814868,1.44444444428729
7.62,0.611165688116624,1.444444444291887
7.63,0.6102674476098356,1.444444444296388
7.64,0.6093637350009734,1.44444444430076
7.65,0.608454640456158,1.444444444305011
7.66,0.6075402547184523,1.444444444309146
7.67,0.6066206691078604,1.444444444313172
7.68,0.6056959755213274,1.444444444317095
7.69,0.6047662664327401,1.444444444320922
7.7,0.6038316369865063,1.444444444324624
7.71,0.6028921816932536,1.444444444328193
7.72,0.6019479938470297,1.444444444331651
7.73,0.6009991686075273,1.444444444335
7.74,0.6000458017389083,1.444444444338239
7.75,0.5990879896098015,1.444444444341368
7.76,0.5981258291933043,1.444444444344387
7.77,0.5971594180669821,1.444444444347295
7.78,0.5961888364373614,1.44444444435014
7.79,0.595214186764974,1.44444444435291
7.8,0.5942355701362816,1.444444444355599
7.81,0.5932530842917003,1.444444444358211
7.82,0.5922668274145367,1.44444444436075
7.83,0.5912768981309892,1.44444444436322
7.84,0.5902833955101462,1.444444444365624
7.85,0.589286419063988,1.444444444367967
7.86,0.5882860687473858,1.444444444370254
7.87,0.5872824449581016,1.444444444372488
7.88,0.5862756485367889,1.444444444374674
7.89,0.5852657756736604,1.444444444376774
7.9,0.5842529287444965,1.444444444378796
7.91,0.5832372113269085,1.444444444380759
7.92,0.582218725579976,1.444444444382663
7.93,0.5811975740779559,1.444444444384508
7.94,0.5801738598102826,1.444444444386294
7.95,0.579147686181567,1.444444444388024
7.96,0.5781191570115977,1.444444444389696
7.97,0.5770883765353402,1.44444444439131
7.98,0.5760554494029372,1.444444444392867
7.99,0.5750204806797085,1.444444444394366
8,0.5739835509530593,1.444444444395834
8.01,0.5729447637507363,1.444444444397274
8.02,0.5719042369240706,1.444444444398671
8.03,0.5708620750386693,1.444444444400027
8.04,0.569818382954733,1.444444444401343
8.05,0.5687732658270546,1.444444444402622
8.06,0.5677268291050211,1.444444444403864
8.07,0.5666791785326114,1.444444444405071
8.08,0.5656304201483976,1.444444444406243
8.09,0.5645806602855447,1.444444444407383
8.1,0.5635300055718107,1.444444444408491
8.11,0.5624785432690277,1.444444444409565
8.12,0.5614263721905762,1.444444444410604
8.13,0.5603736136300608,1.444444444411613
8.14,0.5593203734801629,1.444444444412592
8.15,0.558266757825578,1.444444444413541
8.16,0.5572128729430166,1.444444444414462
8.17,0.5561588253012035,1.444444444415355
8.18,0.555104721560878,1.44444444441622
8.19,0.5540506685747941,1.444444444417059
8.2,0.5529967733877206,1.444444444417871
8.21,0.5519431432364399,1.444444444418657
8.22,0.5508898669878535,1.444444444419421
8.23,0.5498370352669888,1.444444444420166
8.24,0.5487847750239438,1.444444444420888
8.25,0.5477331920480863,1.44444444442159
8.26,0.5466823922014449,1.44444444442227
8.27,0.5456324814187093,1.44444444442293
8.28,0.5445835657072305,1.444444444423571
8.29,0.5435357511470199,1.444444444424192
8.3,0.54248914389075,1.444444444424794
8.31,0.5414438501637551,1.444444444425379
8.32,0.540399976264029,1.444444444425945
8.33,0.5393576146262939,1.444444444426495
8.34,0.5383168484214031,1.444444444427029
8.35,0.5372778056366406,1.444444444427548
8.36,0.5362405907222504,1.444444444428052
8.37,0.5352053080853673,1.44444444442854
8.38,0.534172062090017,1.444444444429013
8.39,0.5331409570571162,1.444444444429473
8.4,0.532112097264472,1.444444444429918
8.41,0.5310855869467821,1.44444444443035
8.42,0.5300615302956354,1.444444444430769
8.43,0.5290400314595112,1.444444444431174
8.44,0.5280211868163899,1.444444444431568
8.45,0.5270050762830577,1.44444444443195
8.46,0.5259918214461501,1.444444444432321
8.47,0.5249815237140931,1.444444444432681
8.48,0.5239742842068222,1.44444444443303
8.49,0.5229702037457383,1.444444444433368
8.5,0.5219693828436607,1.444444444433696
8.51,0.5209719216947802,1.444444444434015
8.52,0.5199779201646144,1.444444444434323
8.53,0.5189874777799615,1.444444444434623
8.54,0.5180006937188528,1.444444444434913
8.55,0.5170176668005078,1.444444444435194
8.56,0.5160384954752881,1.444444444435467
8.57,0.5150632778146509,1.444444444435732
8.58,0.5140921115011027,1.444444444435988
8.59,0.5131250938181536,1.444444444436237
8.6,0.5121623216402713,1.444444444436479
8.61,0.5112038914228345,1.444444444436712
8.62,0.510249899192087,1.44444444443694
8.63,0.5093004405350918,1.44444444443716
8.64,0.5083556105896854,1.444444444437374
8.65,0.5074155040344299,1.444444444437582
8.66,0.5064802144740851,1.444444444437784
8.67,0.5055498255604347,1.444444444437977
8.68,0.5046244385987555,1.444444444438165
8.69,0.503704146010497,1.444444444438346
8.7,0.5027890396858531,1.444444444438522
8.71,0.5018792109730592,1.444444444438693
8.72,0.5009747506676892,1.444444444438858
8.73,0.5000757490019525,1.444444444439018
8.74,0.499182295633991,1.444444444439173
8.75,0.498294479637176,1.444444444439323
8.76,0.4974123894894057,1.444444444439469
8.77,0.4965361130624018,1.444444444439609
8.78,0.495665737611007,1.444444444439746
8.79,0.4948013497624815,1.444444444439879
8.8,0.4939430355058005,1.444444444440008
8.81,0.4930908801809513,1.444444444440132
8.82,0.4922449684682297,1.444444444440254
8.83,0.4914053843775377,1.444444444440371
8.84,0.4905722112376805,1.444444444440486
8.85,0.4897455316856631,1.444444444440597
8.86,0.4889254276559881,1.444444444440706
8.87,0.4881119803699516,1.444444444440812
8.88,0.4873052703249414,1.444444444440915
8.89,0.4865054185382588,1.444444444441012
8.9,0.485712477464236,1.444444444441106
8.91,0.4849265211553192,1.444444444441196
8.92,0.4841476281482939,1.444444444441284
8.93,0.4833758762602789,1.444444444441368
8.94,0.4826113425794458,1.444444444441451
8.95,0.4818541034557391,1.444444444441531
8.96,0.4811042344915964,1.444444444441608
8.97,0.480361810532669,1.444444444441683
8.98,0.479626905658541,1.444444444441756
8.99,0.4788995931734492,1.444444444441827
9,0.4781799455970044,1.444444444441896
9.01,0.4774680346549103,1.444444444441963
9.02,0.4767639312696841,1.444444444442029
9.03,0.4760677055513763,1.444444444442092
9.04,0.4753794267882906,1.444444444442154
9.05,0.4746991634377045,1.444444444442215
9.06,0.4740269831165889,1.444444444442275
9.07,0.4733629525923279,1.444444444442334
9.08,0.4727071377734395,1.444444444442391
9.09,0.4720596037002952,1.444444444442448
9.1,0.4714204145358401,1.444444444442504
9.11,0.4707896558736063,1.444444444442556
9.12,0.4701673828066163,1.444444444442606
9.13,0.4695536485141396,1.444444444442654
9.14,0.4689485141824181,1.4444444444427
9.15,0.4683520401056712,1.444444444442746
9.16,0.4677642856775251,1.44444444444279
9.17,0.4671853093824415,1.444444444442834
9.18,0.4666151687871475,1.444444444442876
9.19,0.4660539205320646,1.444444444442918
9.2,0.465501620322738,1.444444444442958
9.21,0.4649583229212658,1.444444444442998
9.22,0.4644240821377287,1.444444444443037
9.23,0.4638989508216186,1.444444444443075
9.24,0.4633829808532682,1.444444444443113
9.25,0.4628762231352803,1.44444444444315
9.26,0.462378727583957,1.444444444443186
9.27,0.4618905431207294,1.444444444443222
9.28,0.461411717663586,1.444444444443258
9.29,0.4609422981185025,1.444444444443293
9.3,0.4604823303708712,1.444444444443328
9.31,0.460031904685731,1.44444444444336
9.32,0.4595910471104546,1.444444444443391
9.33,0.4591597865559139,1.444444444443421
9.34,0.4587381660510826,1.444444444443451
9.35,0.458326227628559,1.444444444443479
9.36,0.457924012317475,1.444444444443507
9.37,0.4575315601364052,1.444444444443535
9.38,0.4571489100862756,1.444444444443562
9.39,0.4567761001432732,1.444444444443588
9.4,0.456413167251754,1.444444444443613
9.41,0.4560601473171526,1.444444444443638
9.42,0.455717075198891,1.444444444443661
9.43,0.4553839847032878,1.444444444443685
9.44,0.4550609085764667,1.444444444443707
9.45,0.4547478784972658,1.444444444443729
9.46,0.4544449250701466,1.444444444443751
9.47,0.4541520778181026,1.444444444443771
9.48,0.4538693651755686,1.444444444443791
9.49,0.45359681448133,1.44444444444381
9.5,0.4533344519714305,1.444444444443828
9.51,0.4530823451124421,1.444444444443846
9.52,0.4528404985799048,1.444444444443864
9.53,0.4526089248032015,1.444444444443882
9.54,0.4523876467644227,1.444444444443898
9.55,0.452176686372107,1.444444444443915
9.56,0.4519760644556181,1.444444444443931
9.57,0.4517858007595215,1.444444444443946
9.58,0.4516059139379628,1.444444444443961
9.59,0.4514364215490442,1.444444444443976
9.6,0.4512773400492017,1.444444444443989
9.61,0.4511286847875829,1.444444444444003
9.62,0.450990470000424,1.444444444444016
9.63,0.4508627088054269,1.444444444444029
9.64,0.4507454131961366,1.444444444444041
9.65,0.4506385940363188,1.444444444444053
9.66,0.4505422610543363,1.444444444444065
9.67,0.4504564228375273,1.444444444444076
9.68,0.4503810868265818,1.444444444444087
9.69,0.4503162593099195,1.444444444444098
9.7,0.4502619454180665,1.444444444444108
9.71,0.4502182057379597,1.444444444444118
9.72,0.4501850136912064,1.444444444444127
9.73,0.4501623598606142,1.444444444444136
9.74,0.450150246293487,1.444444444444144
9.75,0.4501486739370182,1.444444444444152
9.76,0.4501576426346572,1.44444444444416
9.77,0.4501771511224755,1.444444444444167
9.78,0.450207197025535,1.444444444444175
9.79,0.450247776854253,1.444444444444181
9.8,0.4502988860007706,1.444444444444188
9.81,0.4503605187353178,1.444444444444194
9.82,0.4504326682025818,1.444444444444201
9.83,0.450515326418073,1.444444444444207
9.84,0.4506084842644915,1.444444444444213
9.85,0.4507121314880944,1.444444444444219
9.86,0.4508262566950624,1.444444444444225
9.87,0.4509508473478666,1.44444444444423
9.88,0.4510858897616352,1.444444444444236
9.89,0.4512313691005199,1.444444444444241
9.9,0.4513872693740635,1.444444444444247
9.91,0.4515536361967961,1.444444444444252
9.92,0.4517304150433725,1.444444444444256
9.93,0.4519175771495976,1.44444444444426
9.94,0.4521151035859103,1.444444444444264
9.95,0.4523229743424159,1.444444444444268
9.96,0.4525411683274144,1.444444444444272
9.97,0.4527696633659285,1.444444444444276
9.98,0.4530084361982329,1.444444444444279
9.99,0.4532574624783812,1.444444444444283
10,0.4535167167727354,1.444444444444286
10,0.4535167167727354,1.444444444444286
